,PID,MSSubClass,Foundation,PavedDrive,BsmtUnfSF,AllBathBsmt,AllBathAbv,HeatingQC,Neighborhood,YearBuilt,SalePrice,GarageCars,PorchArea,GoodLivArea,CentralAir,KitchenQual,ExterQual,BsmtCond,FireplaceQu,GarageQual,HasPool
98,527182190,1FlPUD,PConc,Y,0.0,1.0,1.5,Typical,StoneBr,1985,212000,2.0,194,2990.0,Y,Good,Gd,Typical,None,Typical,0
99,527183030,1FlPUD,PConc,Y,461.0,1.0,2.0,Good,StoneBr,1988,189000,2.0,288,1995.0,Y,Good,Gd,Typical,Gd,Typical,0
100,527183060,1FlPUD,PConc,Y,1018.0,1.0,2.0,Good,StoneBr,1989,188500,2.0,227,1656.0,Y,Good,Gd,Typical,TA,Typical,0
101,527184020,1FlPUD,CBlock,Y,918.0,1.0,2.0,Good,StoneBr,1988,182000,2.0,243,1427.0,Y,Typical,Gd,Typical,None,Typical,0
102,527184110,1FlPUD,PConc,Y,386.0,1.0,1.0,Good,StoneBr,1990,212000,2.0,204,2247.0,Y,Good,Gd,Typical,TA,Typical,0
103,527190050,2FlPUD,PConc,Y,354.0,1.0,2.0,Good,StoneBr,1987,239000,2.0,476,2477.0,Y,Good,Gd,Good,TA,Good,0
104,527190220,1FlPUD,PConc,Y,594.0,1.0,2.0,Typical,StoneBr,1985,275000,2.0,376,2890.0,Y,Good,Gd,Typical,TA,Typical,0
105,527208010,2Fl,PConc,Y,1152.0,0.0,3.5,Excellent,StoneBr,2005,355000,3.0,224,2516.0,Y,Excellent,Gd,Typical,Gd,Typical,0
106,527210050,2Fl,PConc,Y,889.0,0.0,2.5,Excellent,StoneBr,2006,356383,3.0,285,2678.0,Y,Good,Gd,Good,Gd,Typical,0
107,527210060,1Fl,PConc,Y,673.0,1.0,2.0,Excellent,StoneBr,2005,377426,3.0,229,3171.0,Y,Good,Gd,Typical,Gd,Typical,0
108,527212040,2Fl,PConc,Y,1234.0,0.0,2.5,Excellent,StoneBr,2006,361919,3.0,424,2576.0,Y,Excellent,Ex,Good,Gd,Typical,0
109,527212050,2Fl,PConc,Y,1122.0,0.0,2.5,Excellent,StoneBr,2005,325000,3.0,183,2504.0,Y,Excellent,Gd,Good,Gd,Typical,0
110,527212060,2Fl,PConc,Y,163.0,1.0,3.5,Excellent,StoneBr,2005,349265,3.0,152,3527.0,Y,Excellent,Gd,Typical,Gd,Typical,0
111,527214030,1Fl,PConc,Y,547.0,1.0,2.0,Excellent,StoneBr,2004,387000,3.0,290,3221.0,Y,Excellent,Ex,Typical,Gd,Typical,0
112,527214060,2Fl,PConc,Y,644.0,1.0,2.5,Excellent,StoneBr,2006,535000,3.0,250,3904.0,Y,Excellent,Ex,Typical,Gd,Typical,0
113,527216070,2Fl,PConc,Y,234.0,1.0,3.5,Excellent,StoneBr,2003,538000,3.0,749,4695.0,Y,Excellent,Ex,Typical,Gd,Typical,0
114,527216080,1Fl,PConc,Y,1559.0,1.0,2.5,Excellent,StoneBr,2006,591587,3.0,457,3439.0,Y,Good,Ex,Typical,Gd,Good,0
115,527225035,1Fl,Wood,Y,132.0,0.0,2.0,Good,Gilbert,1988,164000,2.0,337,2179.0,Y,Typical,Gd,Typical,None,Typical,0
116,527226010,2Fl,Slab,Y,0.0,0.0,2.0,Good,Gilbert,1948,169000,2.0,264,2267.0,Y,Typical,TA,No Basement,TA,Typical,0
117,527226020,1Fl,CBlock,Y,1632.0,0.0,1.0,Typical,Gilbert,1952,115000,2.0,144,1474.0,Y,Typical,TA,Typical,Gd,Typical,0
118,527226040,DUP2FAM,CBlock,N,53.0,1.0,1.5,Typical,Gilbert,1969,155000,3.0,144,2471.0,Y,Typical,TA,Typical,None,Typical,0
119,527250040,DUP2FAM,CBlock,Y,0.0,1.0,1.0,Typical,Gilbert,1955,145000,2.0,264,2112.0,N,Typical,TA,Typical,None,Typical,0
120,527252050,1FlPUD,PConc,Y,815.0,1.0,2.0,Excellent,StoneBr,2006,319900,2.0,164,2409.0,Y,Excellent,Gd,Typical,Gd,Typical,0
121,527252070,1Fl,PConc,Y,474.0,1.0,2.0,Excellent,StoneBr,2007,392000,2.0,140,2364.0,Y,Good,Gd,Typical,Gd,Typical,0
122,527252080,1FlPUD,PConc,Y,676.0,1.0,2.0,Excellent,StoneBr,2007,334000,2.0,204,2744.0,Y,Excellent,Ex,Typical,Gd,Typical,0
123,527252090,1FlPUD,PConc,Y,523.0,1.0,2.0,Excellent,StoneBr,2005,318000,2.0,211,2905.0,Y,Good,Gd,Typical,Gd,Typical,0
124,527254020,1Fl,PConc,Y,2046.0,0.0,2.5,Excellent,StoneBr,2008,372500,3.0,404,2046.0,Y,Good,Gd,Typical,Gd,Typical,0
125,527256030,1Fl,PConc,Y,662.0,1.0,1.5,Excellent,StoneBr,2006,441929,2.0,470,3792.0,Y,Good,Gd,Good,Gd,Typical,0
126,527256040,1Fl,PConc,Y,590.0,1.0,2.0,Excellent,StoneBr,2006,455000,3.0,466,3194.0,Y,Excellent,Ex,Typical,Gd,Typical,0
127,527256120,1Fl,PConc,Y,494.0,1.0,2.5,Excellent,StoneBr,2005,470000,3.0,576,3416.0,Y,Excellent,Ex,Typical,Gd,Typical,0
128,527258010,1Fl,PConc,Y,411.0,1.0,1.5,Excellent,StoneBr,2010,394432,3.0,113,3301.0,Y,Excellent,Gd,Typical,Ex,Typical,0
129,527258020,1Fl,PConc,Y,256.0,1.0,2.0,Excellent,StoneBr,2005,260000,2.0,204,2804.0,Y,Good,Gd,Typical,Gd,Typical,0
130,527276040,1Fl,CBlock,Y,1488.0,0.0,2.5,Good,Gilbert,1950,133000,2.0,180,1488.0,Y,Typical,TA,Typical,TA,Typical,0
131,527276150,1Fl,CBlock,Y,744.0,0.0,1.0,Excellent,Gilbert,1951,141000,2.0,0,984.0,Y,Typical,TA,Typical,None,Typical,0
132,527276160,2Fl,PConc,Y,722.0,1.0,2.5,Excellent,Gilbert,1977,185000,2.0,376,2334.0,Y,Typical,TA,Typical,TA,Typical,0
133,527301010,1Fl,CBlock,Y,995.0,1.0,2.0,Excellent,NWAmes,1984,202500,2.0,153,1834.0,Y,Good,Gd,Typical,None,Typical,0
134,527301080,1Fl,CBlock,Y,762.0,0.0,2.0,Excellent,NWAmes,1981,182900,2.0,99,2118.0,Y,Good,Gd,Typical,TA,Typical,0
135,527301170,2Fl,CBlock,Y,791.0,0.0,2.5,Good,NWAmes,1986,215000,2.0,427,2093.0,Y,Typical,TA,Typical,TA,Typical,0
136,527301245,1Fl,CBlock,Y,692.0,1.0,2.0,Excellent,NWAmes,1988,226500,2.0,189,2671.0,Y,Excellent,Gd,Good,Ex,Typical,0
137,527301320,2Fl,CBlock,Y,153.0,1.0,2.5,Typical,NWAmes,1980,260000,2.0,483,3045.0,Y,Excellent,Gd,Typical,TA,Typical,0
138,527302020,SPLIT,CBlock,Y,585.0,0.0,3.5,Excellent,NWAmes,1984,178000,2.0,527,1868.0,Y,Typical,TA,Typical,TA,Typical,0
139,527302050,1Fl,CBlock,Y,606.0,0.0,2.0,Typical,NWAmes,1981,175500,2.0,276,2238.0,Y,Good,TA,Typical,TA,Typical,0
140,527302060,2Fl,CBlock,Y,404.0,0.0,2.5,Excellent,NWAmes,1981,176000,2.0,239,1800.0,Y,Good,Gd,Typical,TA,Typical,0
141,527302070,1Fl,CBlock,Y,513.0,1.0,2.0,Typical,NWAmes,1983,181900,2.0,152,2007.0,Y,Typical,Gd,Typical,None,Typical,0
142,527302080,1Fl,PConc,Y,0.0,0.0,2.5,Good,NWAmes,1988,229000,3.0,0,3387.0,Y,Good,Gd,Good,None,Typical,0
143,527302090,1Fl,CBlock,Y,201.0,1.0,2.0,Typical,NWAmes,1978,213000,2.0,0,2992.0,Y,Good,TA,Typical,TA,Typical,0
144,527302110,1Fl,CBlock,Y,589.0,1.0,2.0,Typical,NWAmes,1978,210000,2.0,349,3026.0,Y,Typical,TA,Typical,TA,Typical,0
145,527302175,1Fl,CBlock,Y,1362.0,0.0,2.0,Typical,NWAmes,1979,181000,2.0,192,1586.0,Y,Typical,TA,Fair,TA,Typical,0
146,527302185,1Fl,CBlock,Y,656.0,1.0,2.0,Typical,NWAmes,1978,235000,2.0,200,3456.0,Y,Good,Gd,Typical,Fa,Typical,0
147,527302210,1Fl,CBlock,Y,469.0,0.5,2.0,Typical,NWAmes,1979,220000,2.0,467,3095.0,Y,Good,Gd,Fair,TA,Typical,0
148,527325070,2Fl,CBlock,Y,434.0,1.0,2.5,Typical,NWAmes,1977,272000,2.0,832,3768.0,Y,Typical,TA,Good,TA,Typical,0
149,527325090,2Fl,CBlock,Y,22.0,1.0,2.5,Typical,NWAmes,1979,192000,2.0,264,2688.0,Y,Good,TA,Typical,TA,Typical,0
150,527325110,2Fl,CBlock,Y,808.0,0.0,2.5,Typical,NWAmes,1977,190000,2.0,276,1969.0,Y,Typical,TA,Typical,Gd,Typical,0
151,527325160,2Fl,CBlock,Y,0.0,1.0,2.5,Fair,NWAmes,1977,235000,2.0,250,3058.0,Y,Good,TA,Typical,TA,Typical,0
152,527325240,1Fl,PConc,Y,273.0,1.0,2.0,Typical,NWAmes,1976,161000,2.0,174,2149.0,Y,Good,TA,Typical,Po,Typical,0
153,527326040,1Fl,CBlock,Y,564.0,0.0,2.0,Typical,NWAmes,1977,82500,2.0,192,2233.0,Y,Typical,TA,Typical,TA,Typical,0
154,527326130,1Fl,PConc,Y,266.0,0.5,2.0,Typical,NWAmes,1977,175000,2.0,180,1986.0,Y,Excellent,TA,Typical,None,Typical,0
155,527326150,1Fl,CBlock,Y,356.0,0.5,2.0,Good,NWAmes,1977,215000,2.0,240,2848.0,Y,Good,Gd,Typical,TA,Typical,0
156,527327050,2Fl,CBlock,Y,692.0,0.0,2.5,Typical,NWAmes,1976,195000,2.0,224,2186.0,Y,Good,TA,Typical,TA,Typical,0
157,527327080,2Fl,PConc,Y,84.0,1.0,2.5,Typical,NWAmes,1976,190000,2.0,417,2286.0,Y,Typical,TA,Typical,TA,Typical,0
158,527328010,SPLIT,CBlock,Y,138.0,1.0,1.0,Typical,NWAmes,1980,169000,2.0,162,1952.0,Y,Typical,TA,Typical,TA,Typical,0
159,527328020,SPLIT,CBlock,Y,427.0,0.5,2.0,Typical,NWAmes,1978,148000,2.0,0,1637.0,Y,Typical,TA,Typical,TA,Typical,0
160,527328050,1Fl,CBlock,Y,372.0,0.0,2.0,Typical,NWAmes,1984,151500,2.0,307,1958.0,Y,Good,TA,Typical,None,Typical,0
161,527352150,2Fl,CBlock,Y,832.0,0.0,2.5,Typical,NWAmes,1978,154000,2.0,384,2050.0,Y,Good,TA,Typical,TA,Typical,0
162,527353020,1Fl,PConc,Y,1064.0,0.0,2.0,Typical,NWAmes,1978,200000,2.0,307,2034.0,Y,Typical,TA,Typical,TA,Typical,0
163,527353060,2Fl,CBlock,Y,441.0,0.0,2.5,Typical,NWAmes,1980,249000,2.0,262,3275.0,Y,Good,TA,Typical,TA,Typical,0
164,527353080,2Fl,CBlock,Y,114.0,0.0,2.5,Typical,NWAmes,1979,197000,2.0,304,2150.0,Y,Typical,TA,Typical,TA,Typical,0
165,527354040,1Fl,CBlock,Y,916.0,0.5,2.0,Good,NWAmes,1988,241500,2.0,236,2801.0,Y,Typical,TA,Typical,TA,Typical,0
166,527354050,1Fl,CBlock,Y,356.0,1.0,2.0,Excellent,NWAmes,1979,192350,2.0,381,2256.0,Y,Typical,TA,Typical,TA,Typical,0
167,527354100,SPLIT,CBlock,Y,336.0,1.0,2.0,Typical,NWAmes,1980,187500,2.0,281,2508.0,Y,Typical,TA,Typical,TA,Typical,0
168,527354160,2Fl,CBlock,Y,738.0,0.0,2.5,Typical,NWAmes,1980,185000,2.0,101,2044.0,Y,Typical,TA,Typical,TA,Typical,0
